"Date","steem_price","sbd_price"
2018-10-01,0.919901,1.01
2018-10-02,0.880406,0.999919
2018-10-03,0.854168,0.996868
2018-10-04,0.889981,0.980242
2018-10-05,0.864227,0.97852
2018-10-06,0.893372,0.976547
2018-10-07,0.917791,0.97352
2018-10-08,0.890185,0.977285
2018-10-09,0.874976,0.987312
2018-10-10,0.866444,1
2018-10-11,0.843815,0.992774
2018-10-12,0.786466,1.02
2018-10-13,0.826547,1
2018-10-14,0.850152,0.998732
2018-10-15,0.81987,1.02
2018-10-16,0.831055,1.01
2018-10-17,0.838199,1.04
2018-10-18,0.836092,1.03
2018-10-19,0.809013,0.99411
2018-10-20,0.811878,0.997982
2018-10-21,0.827773,1.01
2018-10-22,0.818227,1
2018-10-23,0.816309,0.997602
2018-10-24,0.807942,0.989004
2018-10-25,0.815582,0.993139
2018-10-26,0.800203,0.989158
2018-10-27,0.791059,0.979015
2018-10-28,0.778677,0.976689
2018-10-29,0.778556,0.976035
2018-10-30,0.784516,0.953673
2018-10-31,0.77177,0.960815
2018-11-01,0.79787,0.965572
2018-11-02,0.809055,0.974313
2018-11-03,0.803023,0.983754
2018-11-04,0.790964,0.980777
2018-11-05,0.795971,0.981583
2018-11-06,0.780042,0.968236
2018-11-07,0.793258,0.980697
2018-11-08,0.810459,0.988956
2018-11-09,0.782412,0.97761
2018-11-10,0.757668,0.969476
2018-11-11,0.764517,0.969048
2018-11-12,0.74873,0.971542
2018-11-13,0.73132,0.976089
2018-11-14,0.722371,0.97579
2018-11-15,0.620353,0.940917
2018-11-16,0.605237,0.942623
2018-11-17,0.58416,0.952755
2018-11-18,0.592355,0.964535
2018-11-19,0.590323,0.965369
2018-11-20,0.45754,0.919617
2018-11-21,0.403064,0.813494
2018-11-22,0.426243,0.856935
2018-11-23,0.387756,0.839248
2018-11-24,0.388261,0.866253
2018-11-25,0.337101,0.85115
2018-11-26,0.347349,0.830739
2018-11-27,0.312703,0.806666
2018-11-28,0.317964,0.78244
2018-11-29,0.370991,0.841907
2018-11-30,0.388264,0.843482
2018-12-01,0.344885,0.828913
2018-12-02,0.389871,0.832285
2018-12-03,0.348838,0.83345
2018-12-04,0.323762,0.802376
2018-12-05,0.322207,0.797997
2018-12-06,0.291957,0.742521
2018-12-07,0.250088,0.64528
2018-12-08,0.244804,0.594099
2018-12-09,0.247877,0.61911
2018-12-10,0.260076,0.620142
2018-12-11,0.250687,0.608458
2018-12-12,0.23805,0.60361
2018-12-13,0.24481,0.605712
2018-12-14,0.24481,0.605712
